# fingerprint=e86680d6d5c586ba modCount=589 capturedUtc=2026-09-04T02:23:44Z
defName,source_mod,fate,tab,tier,cost,prereqs,hidden_prereqs,source_gate,form,theology,merge_target,note,access,holder,stage_gate,live
MM_Research_AncientShipDesigns,Jawa Armoury Rebalance,reflavor,The Utinni,T3,5000,VGE_GravshipLiving,,memory_core,,ohm,,"prereq-join: no surviving prereq; anchored to VGE_GravshipLiving (same tree, lower tier, same category) | RULED 2026-09-04 (owner accepted): dead prereq MM_Research_Repulsor dropped | ship-design trio (measured dead, 0 unlocks mod-wide) reflavored into the Memory Core chain per taxonomy sec 5 rule 1 / canon shape_src - label/description swap, position kept (trio root) | OPEN QUESTION: prereq(s) ['MM_Research_Repulsor'] are fate=cut in this manifest - the taxonomy's migration rules (sec 5) say what happens to the CUT row's own unlocks but not to OTHER live rows that named it as their prereq; re-wiring this row's gate (drop it? replace it?) is a real design call not specified in any source doc, so it is left as-is. EXPECT check-2 FAIL here, genuine open question, not a manifest mistake.",ship-only,,,yes
MM_Research_CWShipDesigns,Jawa Armoury Rebalance,reflavor,The Utinni,T3,5000,MM_Research_AncientShipDesigns,,memory_core,,ohm,,"ship-design trio (measured dead, 0 unlocks mod-wide) reflavored into the Memory Core chain per taxonomy sec 5 rule 1 / canon shape_src - label/description swap, position kept; chains after MM_Research_AncientShipDesigns",ship-only,,,yes
MM_Research_EmpireShipDesigns,Jawa Armoury Rebalance,reflavor,The Utinni,T3,5000,MM_Research_CWShipDesigns,,memory_core,,ohm,,"ship-design trio (measured dead, 0 unlocks mod-wide) reflavored into the Memory Core chain per taxonomy sec 5 rule 1 / canon shape_src - label/description swap, position kept; chains after MM_Research_CWShipDesigns",ship-only,,,yes
MM_Research_Repulsor,Jawa Armoury Rebalance,cut,,,3000,TransportPod,,,,,,"measured dead (research_tree_prep.md sec 1): Jawa Armoury Rebalance (ex-KotOR) - 0 unlocks mod-wide; not part of the ship-design trio so cut, not reflavored | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
Machining,Core,untouched,The Workshop,T1,1000,FT_Lathe,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MatterToEnergyConversion,WallStuff,cut,,,1,WallStuff,,,,,,"measured dead (research_tree_prep.md sec 1): author-flagged dead: same mod, same description pattern | cost 1 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
MechUtility,More Utility Packs (Continued),untouched,Jawa Scavenging,T3,3200,Fabrication,,,,rekko,,"recost 3000->3200 (band conformance, T3) | no specific sitting ruling found for this row; tab defaulted from tier band (T3 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 3000 does not fit T3's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
MedicineProduction,Core,untouched,The Refinery,T1,1500,Electricity;SterileMaterials;DrugProduction,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MetalbloodSerum,Anomaly,cut,,,0,SerumSynthesis,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
MicroelectronicsBasics,Core,untouched,The Workshop,T2,2000,FT_ENIAC,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MindNumbSerum,Anomaly,cut,,,0,SerumSynthesis,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
MinesAutomated_ResearchProjectDef_minecraft,Mines 2.0,untouched,The Refinery,T1,1000,Stonecutting;Smithing,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 1000 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
ModernFixtures,Dubs Bad Hygiene Lite,untouched,The Hearth,T2,1700,RR_ElectricityBasics;VFET_Furniture,,,,oomo,,"recost 600->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence",common,,,yes
MoisturePump,Core,untouched,The Workshop,T1,1200,VFE_Res_FarmingTechniques,Machining,,,rekko,,"prereq-join: no surviving prereq; anchored to VFE_Res_FarmingTechniques (same tree, lower tier, same category) | prereq-join: dropped MicroelectronicsBasics[tier-inverted (T2>T1)] | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",common,,,yes
MolecularAnalysis,Royalty,cut,,,2000,ArtificialMetabolism,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
Mortars,Core,untouched,Powder & Slug,T2,2000,Gunsmithing,,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MultiAnalyzer,Core,untouched,The Workshop,T3,4000,Fabrication;MicroelectronicsBasics,Machining,,,rekko,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 4000 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
MultibarrelWeapons,Core,untouched,Powder & Slug,T2,2600,MicroelectronicsBasics,GasOperation,,,shkaar,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
MushroomSoil,Tunneler Expanded,untouched,The Refinery,T2,2500,RR_LateralThinking,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence | cost 2500 does not fit T0's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
MutationWeaponry,Anomaly,cut,,,0,BioferriteShaping,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
Napalm,Rimefeller,untouched,The Refinery,T0,500,,,,,mobunloo,,prereq-join: dropped SynthyleneProduction[tier-inverted (T1>T0)] | no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
NeuralComputation,Royalty,cut,,,2000,CircadianInfluence,Prosthetics,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",,,,yes
NeuralSupercharger,Ideology,untouched,The Ascendant Ladder,T2,1700,MicroelectronicsBasics,,,,ozzik,,"recost 1500->1700 (band conformance, T2) | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",faction-held,Helix,,yes
NeurosisPulse,Anomaly,cut,,,0,AdvancedPsychicRituals,,,,,,"v4 model fate4=cut (was untouched). | Anomaly row: untouched per migration rule 5 (playstyle-gated, exception content stays reachable) | techLevel 'Undefined' is a data smell (no valid tier mapping); tier picked by cost band only - EXPECT check-3 techLevel FAIL (vanilla data issue, not a manifest defect)",,,,yes
NeutroamineProduction,Rimefeller,untouched,The Refinery,T3,4500,SynthamideProduction;MedicineProduction,,,,mobunloo,,"no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence | cost 4500 does not fit T2's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
NobleApparel,Royalty,cut,,,400,ComplexClothing,,,,,,"Royalty player-facing systems ruled dead (canon royalty.dead_ruled); live unlocks release to LOOT-ONLY by default (sitting_ruled), per-row re-home exceptions not decided here",,,,yes
NutrientPaste,Core,untouched,The Hearth,T0,400,Electricity,,,,oomo,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
OilDrilling,Rimefeller,untouched,The Refinery,T2,2500,Electricity,,,,mobunloo,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
OilPourCageResearch,Torment Master,keep,Trade & Craft,T1,800,ComplexFurniture,,,,,,"owner ruled 2026-09-04: ""OilPourCage should be Hutt-available"" - fate keep, faction-held via the Hutts; NO Hutt holder exists in the sec E mapping yet, wire it at the techprint pass | v4 model fate4=cut (was untouched). | no specific sitting ruling found for this row; tab defaulted from tier band (T1 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence",faction-held,Hutts,,yes
OrbitalTech,Odyssey,untouched,The Utinni,T0,100,BasicGravtech,,,,ohm,,no specific sitting ruling found for this row; tab defaulted from tier band (T0 -> Scavenger) per taxonomy sec 2's tier/tab correspondence,common,,,yes
OrbitalTradeColumnRes,Utility Columns,untouched,The Workshop,T2,2000,Electricity,,,,rekko,,no specific sitting ruling found for this row; tab defaulted from tier band (T2 -> Trade & Craft) per taxonomy sec 2's tier/tab correspondence,common,,,yes
OuterRim_Armoursmithing,Outer Rim - Core,untouched,The Shell,T2,2000,guy762_ResearchKotOR_tusken,,,,ishko,,"prereq-join: no surviving prereq; anchored to guy762_ResearchKotOR_tusken (same tree, lower tier, same category) | prereq-join: dropped OuterRim_HypertechFabrication[tier-inverted (T4>T2)] | no specific sitting ruling found for this row; tab defaulted from tier band (T4 -> The Reach) per taxonomy sec 2's tier/tab correspondence | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",common,,,yes
OuterRim_AssassinDroids,Outer Rim - Droid Depot,untouched,The Unbolting,T3,3200,OuterRim_DroidEngineering,,,,ohm,,"recost 2000->3200 (band conformance, T3) | droid branch content (Outer Rim - Droid Depot) - swept into The Machine by mod-content match | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
OuterRim_AstromechDroids,Outer Rim - Droid Depot,untouched,The Unbolting,T2,2000,ABF_ResearchProject_Synstruct_Infrastructure,,,,ohm,,"prereq-join: no surviving prereq; anchored to ABF_ResearchProject_Synstruct_Infrastructure (same tree, lower tier, same category) | prereq-join: dropped OuterRim_DroidEngineering[tier-inverted (T3>T2)] | droid branch content (Outer Rim - Droid Depot) - swept into The Machine by mod-content match | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
OuterRim_BattleDroids,Outer Rim - Droid Depot,untouched,The Unbolting,T3,3200,OuterRim_DroidEngineering,,,,ohm,,"recost 2000->3200 (band conformance, T3) | droid branch content (Outer Rim - Droid Depot) - swept into The Machine by mod-content match | cost 2000 does not fit T4's band on the live baseCost - real mod pricing, not vanilla-like; a future cost-patch pass would need to land it in-band, not something this manifest can fix by picking a different tier label",faction-held,Enclaves,,yes
